character,true_emotion,sentence,raw_response,predicted_emotion,predicted_score,time,status
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,悲傷,今天小明哭著說他不想上學，我聽了心好酸，還是忍不住陪他坐了一整節課。,"情緒：悲傷
程度：0.8",悲傷,0.8,0.9064507484436035,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,悲傷,那棵我們一起種的小樹被風吹倒了，孩子們看到的時候眼眶都紅了，我也好難過。,"情緒：悲傷
程度：0.9",悲傷,0.9,0.8073081970214844,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,悲傷,每次畢業季，看著孩子們一個個離開，心裡真的五味雜陳，很捨不得啊。,"情緒：悲傷
程度：0.7",悲傷,0.7,0.802058219909668,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,悲傷,剛才批改作文，有個孩子寫他爸爸又喝醉打人，我看得真的很心痛。,"情緒：悲傷
程度：0.9",悲傷,0.9,0.9195849895477295,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,悲傷,今天早上收到通知，小玲轉學了，連句道別都沒說，教室都空了一塊似的。,"情緒：悲傷
程度：0.8",悲傷,0.8,0.8244678974151611,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,悲傷,有些孩子明明很聰明，卻因為家庭環境跟不上進度，我心裡真的很無力。,"情緒：悲傷
程度：0.8",悲傷,0.8,1.5095560550689697,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,悲傷,前幾年教過的小哲出車禍過世了，真不敢相信那麼陽光的孩子就這樣走了⋯⋯,"情緒：悲傷
程度：0.9",悲傷,0.9,0.8911619186401367,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,悲傷,最近壓力有點大，回到家只想靜靜地坐著，什麼都不想講。,"情緒：悲傷
程度：0.7",悲傷,0.7,0.84499192237854,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,悲傷,我盡力想讓每個孩子都被看見，可有時候還是會覺得自己做得不夠好。,"情緒：悲傷
程度：0.7",悲傷,0.7,0.8204569816589355,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,悲傷,有學生偷拿東西被抓，我當下其實很難過，因為我知道他不是壞孩子。,"情緒：悲傷
程度：0.7",悲傷,0.7,0.8583590984344482,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,我真的不能接受家長用手機罵孩子，那不是教育，那是情緒發洩！,"情緒：憤怒
程度：0.9",憤怒,0.9,0.8432059288024902,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,明明我提了三次學校設備要修，結果又拖了一個學期，真的氣人。,"情緒：憤怒
程度：0.8",憤怒,0.8,0.8624072074890137,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,有些人老是把老師當保母，孩子的一切都丟給我們管，這樣對嗎？,"情緒：憤怒
程度：0.8",憤怒,0.8,0.8064498901367188,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,那位男老師竟然在會議上打斷我三次，完全不尊重別人發言！,"情緒：憤怒
程度：0.9",憤怒,0.9,0.9157817363739014,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,今天看到有人在黑板上亂畫，還說是「藝術」，根本不尊重教室環境！,"情緒：憤怒
程度：0.8",憤怒,0.8,0.9275548458099365,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,我講了一整週的科展規則，還是有學生交白卷，真的氣又無奈。,"情緒：憤怒
程度：0.8",憤怒,0.8,0.913456916809082,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,小華媽媽又遲到了快一小時來接人，孩子都快哭出來了，她好像完全不在意。,"情緒：憤怒
程度：0.9",憤怒,0.9,0.850588321685791,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,教育部又下新指令，沒提前說，逼老師們臨時加班，誰來體諒我們？,"情緒：憤怒
程度：0.8",憤怒,0.8,0.8460321426391602,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,批改考卷發現好幾題一模一樣，學生說沒抄，當我是笨蛋嗎？,"情緒：憤怒
程度：0.9",憤怒,0.9,0.8046660423278809,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,憤怒,有人說「老師就只是個拿固定薪水的」，這種話真的很刺耳！,"情緒：憤怒
程度：0.8",憤怒,0.8,0.8953433036804199,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,哇！我真的沒想到小君居然會主動幫同學收作業，以前他可是最愛賴皮的呢！,"情緒：驚奇
程度：0.8",驚奇,0.8,0.8565669059753418,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,今天午休走進教室，居然看到孩子們自己在靜靜看書，我差點以為走錯班。,"情緒：驚奇
程度：0.8",驚奇,0.8,0.986116886138916,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,校長竟然說要讓我們老師決定課表順序？第一次聽到這種開放政策耶！,"情緒：驚奇
程度：0.8",驚奇,0.8,0.9614200592041016,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,小志居然寫了整整三頁自然觀察日誌，我以為他只會畫火柴人呢！,"情緒：驚奇
程度：0.8",驚奇,0.8,0.8924448490142822,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,剛剛回家看到先生洗好碗還拖了地，差點以為我在作夢！,"情緒：驚奇
程度：0.8",驚奇,0.8,0.8179912567138672,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,我學生在自然科比賽拿了全國第三名，天啊我真的快哭了！,"情緒：喜悅
程度：0.9",喜悅,0.9,0.8115298748016357,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,原來學校後面那棵樹是台灣原生種！教了這麼多年我居然沒發現。,"情緒：驚奇
程度：0.7",驚奇,0.7,0.8190007209777832,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,今天午餐的便當居然有水果！第一次看到營養午餐有這麼用心的設計。,"情緒：驚奇
程度：0.8",驚奇,0.8,0.8249750137329102,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,有個孩子用廢紙做了一個太陽能烤箱，我真的是又驚又喜！,"情緒：驚奇
程度：0.8",驚奇,0.8,0.7317039966583252,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,驚奇,下課時突然有家長來送手工餅乾給我，說孩子變得喜歡學習了，好感動也好意外。,"情緒：喜悅
程度：0.8",喜悅,0.8,0.8605518341064453,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,我相信你們每個人都有能力理解這個實驗的原理，只要願意多花點時間。,"情緒：信任
程度：0.7",信任,0.7,0.8793041706085205,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,小傑，我知道你最近有點分心，但我相信你會找回學習的節奏。,"情緒：信任
程度：0.7",信任,0.7,0.8822460174560547,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,老師會一直在這裡支持你們，遇到問題我們一起想辦法。,"情緒：信任
程度：0.9",信任,0.9,0.7732360363006592,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,妳如果願意多說一點，老師會很願意聽，也不會責怪妳。,"情緒：信任
程度：0.7",信任,0.7,0.7481811046600342,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,雖然這次考得不理想，但我知道你已經很努力了。,"情緒：信任
程度：0.7",信任,0.7,0.803692102432251,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,你們每次的小觀察都有進步，老師都看在眼裡。,"情緒：喜悅
程度：0.8",喜悅,0.8,0.918410062789917,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,我們班的同學都有團隊精神，這次的報告我相信你們一定合作得很好。,"情緒：信任
程度：0.8",信任,0.8,0.7642300128936768,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,老師知道你不是故意忘記帶作業的，我相信你下次會記得。,"情緒：信任
程度：0.7",信任,0.7,0.8371231555938721,200
阿美老師（女性，42 歲，小學自然科老師，溫柔耐心）,信任,雖然結果不一定完美，但我相信你做的每個決定都是經過思考的。,"情緒：信任
程度：0.8",信任,0.8,0.8120489120483398,200
